"477","Plod是小镇上的一位资深警察，被大家昵称为老比尔。一天，他在处理一场交通事故，虽然并非重大事故，但涉及到的是两位当地有名望的人物。在调解过程中，他发现其中一位竟然是他多年未见的老朋友。
问题:在此情况下，Plod为什么会感觉惊讶 & 欣慰?","他没想到会在这种情况下遇到老朋友 & 他对老朋友至今还记得他感到高兴","他对于调解这种棘手的案件感到紧张 & 他担心会因为老朋友的关系而影响判断","他对两位有名望的人物发生冲突感到愤怒 & 他觉得这种事情让他感到厌恶","他能与老朋友重逢感到开心 & 他信任自己能公平处理这起事故","A","Sources of Emotion","Extrinsic Emotions"
"404","在一次团队会议上，李明提出了一个自己认为很有价值的想法，希望能帮助团队解决当前的难题。他满怀期待地分享了自己的想法，但同事们的反应却很冷淡，甚至有人开始打哈欠。
问题:在此情况下，李明为什么会感觉失望?","他的想法没有得到同事们的认可","他的想法解决了团队的难题","同事们都在夸赞他的想法","他成功地完成了自己的分享","A","Sources of Emotion","Intrinsic Emotions"
"575","在一次重要的项目成果展示会上，李明作为主要演讲者。由于前面的发言者延时，留给李明的时间被大幅度压缩。尽管李明准备充分，但他内心不希望被催促着快速结束自己的演讲。
问题:在此情况下，李明为什么会感觉不满?","他的演讲时间被大幅压缩，感觉自己的努力没有被充分展现","他是最后一个演讲者，感到压力很大","李明对自己的演讲内容不满意","他喜欢被追赶的时间压力","A","Sources of Emotion","Intrinsic Emotions"
"433","Tom很少涉足政治讨论，他觉得政治争议总是让气氛变得紧张。一次聚会上，他的朋友们开始热烈讨论起政治话题，Tom选择保持沉默。朋友们注意到Tom的沉默，便邀请他也加入讨论，但Tom委婉地拒绝了。
问题:在此情况下，Tom为什么会感觉安心?","他不喜欢政治争议，因此避免了参与讨论","他在聚会上的朋友们的讨论让他感到被孤立","他不同意朋友们的观点，但选择了保持沉默","他认为政治讨论总是导致人们变得愤怒，而他不想这样","A","Sources of Emotion","Intrinsic Emotions"
"470","小张在公司的表彰大会上，领导问他是否需要一些奖励作为他出色工作的回报。小张摇了摇头，说：“不用了，我根本不需要奖励。”同事们听到这话，都感到很惊讶，因为大家都知道小张一直都很努力工作。
问题:在此情况下，小张为什么会感觉满足?","他觉得自己工作所获得的成就感就是最好的奖励","他其实很想要奖励，但是不好意思说","他对于公司的表彰大会感到失望","他认为自己的努力没有得到公司的认可","A","Sources of Emotion","Intrinsic Emotions"
"750","小明陪朋友去逛楼盘，他对朋友说，自己对那个区域情有独钟。销售人员热情地为他们介绍了203-205号户型，说这些户型的价格和景观都非常理想。小明听后，仔细地观察了这些户型。
问题:在此情况下，小明为什么会感觉犹豫?","他其实并不满意203-205号户型的价格","他很喜欢那个区域，但不确定这些户型是否满足自己的需求","他期待能找到更好的户型","他认为销售人员在夸大其词","B","Sources of Emotion","Intrinsic Emotions"
"33","作为一名戒灵，今天我在人类的世界中经历了一件令人费解的事情。一个小孩看着我，然后说：“你看起来好像很厉害，但是我不怕你。”随后，他竟然向我提出了一个奇怪的请求，让我帮他建一个雪堡。
问题:在此情况下，戒灵为什么会感觉困惑?","小孩的请求与戒灵的身份不相符","小孩的勇气让戒灵感到惊讶","戒灵不理解建雪堡的意义","戒灵被小孩的纯真所感染，感到愉快","B","Sources of Emotion","Intrinsic Emotions"
"227","在一次公司的远程会议上，李明因为网络问题没能及时参与讨论。当轮到他发言时，他激动地说：“你们没看到我之前的留言吗？我那时在外地，根本没办法接入会议。”
问题:在此情况下，李明为什么会感觉愤怒?","他认为同事们应该在他留言后给予理解和支持","他因为自己的网络问题感到愧疚","他对会议的议题感到疑惑","他对于公司的远程会议系统感到失望","A","Sources of Emotion","Intrinsic Emotions"
"361","小王刚到美国不久，还在努力适应当地的温度计量方式。在一次聚会上，大家都在用华氏度讨论天气，小王试图加入讨论，但他始终无法理解大家所说的“F度”究竟是什么感觉。
问题:在此情况下，小王为什么会感觉困惑?","他不熟悉华氏度这个温度计量单位","他不喜欢参与天气讨论","他喜欢用摄氏度来讨论天气","他听不懂大家在说什么","A","Sources of Emotion","Intrinsic Emotions"
"568","小王在公司的团队会议上提出了一个新的项目计划。他的同事们都认为这个计划肯定是他花了很多时间精心准备的。小王听着他们的讨论，心里暗自发笑。
问题:在此情况下，小王为什么会感觉满意?","他的计划其实是一时兴起提出的，并没有花太多时间准备","同事们认可了他的计划，但他知道实际上还有很多不足","他本来以为同事们会批评他的计划","他不喜欢团队会议，觉得浪费时间","A","Sources of Emotion","Intrinsic Emotions"
"640","在一次年度拍卖会上，李华对一个神秘拍品产生了极大的兴趣。这个拍品只展示了一个角，其余部分被布遮住。当他看到评价说“那个很明显，我只是好奇另一个物品是什么”时，他感到更加困惑了。
问题:在此情况下，李华为什么会感觉困惑?","他对神秘拍品的好奇心没有得到满足","他本来期待评价会揭示更多关于拍品的信息","他不喜欢拍卖会的氛围","他对于另一个拍品完全不感兴趣","A","Sources of Emotion","Intrinsic Emotions"
"684","杰克逊看着俱乐部里的狂欢人群，回想起自己过去也有过这样的生活。那时，他总在夜店中流连忘返，日复一日地沉溺于酒精。即便朋友们屡次劝他，但他总是否认自己有酗酒的问题。
问题:在此情况下，杰克逊为什么会感觉羞愧?","他意识到过去的自己否认了酗酒的问题","他怀念过去在夜店的疯狂时光","他因为朋友们的关心而感到愧疚","他对于自己无法再像以前一样狂欢感到悲伤","A","Sources of Emotion","Intrinsic Emotions"
"235","在一次团队会议上，李明提出了一个新的项目计划，他问大家是否有兴趣参与。大家沉默了一会，然后王姐说：“我明白，我的问题是，是否有人会对这个项目感到兴奋并愿意提供帮助。”
问题:在此情况下，王姐为什么会感觉怀疑?","她认为团队其他人可能对这个项目不感兴趣","她对这个项目感到兴奋并想得到他人的支持","她想知道大家是否愿意听她的指挥","她觉得项目没有前途，所以不感兴趣","A","Sources of Emotion","Extrinsic Emotions"
"546","小王一直在追一部热门美剧，临近季终时他总是激动不已。这天，他终于等到了最新一季的预告片，看到预告片中的女主角即将在第十一季回归，他满心期待地和朋友讨论剧情。
问题:在此情况下，小王为什么会感觉期待?","他不喜欢女主角，希望她不要出现","他很喜欢女主角，迫切想看到她在新一季的表现","他听说女主角在这一季中会遭遇不幸","他不确定自己是否还喜欢这个剧集","B","Sources of Emotion","Extrinsic Emotions"
"278","一名女孩和我一同走在上学的路上，我们分开后不久，我听到了一个不幸的消息，她遭遇了一场意外。
问题:在此情况下，我为什么会感觉悲伤?","我目睹了整个过程","我和她分开后不久就听到了这个消息","我觉得自己本可以避免这场悲剧","我不敢相信这会发生在她的身上","B","Sources of Emotion","Intrinsic Emotions"
"373","小明最近发现了一款基于公开数据的新应用，他对此非常感兴趣。使用了一段时间后，他发现这款应用的功能非常丰富，极大地方便了他的日常生活。一天，他在朋友圈中看到了关于这款应用的负面评价，但他并没有因此改变对这款应用的看法。
问题:在此情况下，小明为什么会感觉信任?","他的个人使用体验非常好，因此对负面评价不以为然","他发现朋友圈的负面评价与他的使用体验不符","他本来就是这款应用的开发者之一","他因为看到负面评价而开始怀疑这款应用","A","Sources of Emotion","Intrinsic Emotions"
"763","小梅一直对美国文化很感兴趣，尤其是美国的校园生活。今天，她终于有机会参观一所美国高中。在参观过程中，她注意到一群美国女生在角落里说笑，便停下脚步观察起来。
问题:在此情况下，小梅为什么会感觉好奇?","她想知道美国女生的生活方式","她觉得美国女生很漂亮，所以心生羡慕","她觉得自己无法融入她们，感到孤独","她觉得能近距离观察美国校园生活，感到满足","A","Sources of Emotion","Intrinsic Emotions"
"217","那个夜晚，我感到格外凉爽，于是决定散步去公园。公园里，我遇到了我的朋友艾米，她看到我时，立刻把她的外套递给了我，说觉得我可能需要。
问题:在此情况下，我为什么会感觉感激?","我觉得艾米误解了我的意思","艾米准确地察觉到了我的需求并提供了帮助","我不喜欢艾米给我的外套","我没想到艾米会注意到我","B","Sources of Emotion","Intrinsic Emotions"
"443","小王经常去一家餐厅吃饭，他特别喜欢那里的女服务员，总是觉得她们的服务态度非常好。今天，他的朋友小张第一次跟他一起去那家餐厅，小张看着服务员不经意地说：“我听说这里的男服务员也很不错。”
问题:在此情况下，小王为什么会感觉失望?","小王原本期待小张会赞美女服务员","小王不喜欢男服务员","小王的朋友小张对服务员的不礼貌评论","小王听说餐厅要更换服务员","A","Sources of Emotion","Intrinsic Emotions"
"727","杰克每天工作到很晚，回家后经常直接坐在沙发上休息。今天，他五岁的女儿在旁边堆积木，希望他能过去一起玩，但杰克只是微笑着摇了摇头。
问题:在此情况下，杰克为什么会感觉愧疚?","他太累了，无法陪女儿玩耍","他不喜欢自己的工作，感到压力很大","他今天在工作中获得了表彰，非常开心","他和女儿一起玩了一会儿，然后去休息了","A","Sources of Emotion","Intrinsic Emotions"
"514","艾米丽怀胎八月，一天，她感到肚子有些不舒服，有种奇怪的感觉，但又不确定这是不是宫缩。因为在她生第一胎杰瑞德时，直到被注入催产素之前，她都没有真正感受过宫缩。于是，她决定去散步，希望这种感觉会消失。
问题:在此情况下，艾米丽为什么会感觉困惑?","她不确定自己的身体感觉","她害怕分娩的痛苦","她期待着孩子的出生","她觉得这种感觉像是在生第一胎时的宫缩","A","Sources of Emotion","Intrinsic Emotions"
"414","小王最近感到心神不宁，为了让自己平静下来，他去逛了商场，买了心仪已久的书籍，还看了新上映的电影。然而，在这个过程中，他发现周围都是一些他觉得很吸引人的人，这让他感到有些不舒服。
问题:在此情况下，小王为什么会感觉焦虑?","他喜欢的书籍和电影让他感到开心","他发现自己在人群中无法集中注意力","他希望吸引那些他觉得有吸引力的人的注意","他觉得自己在人群中显得格格不入","B","Sources of Emotion","Intrinsic Emotions"
"565","小明正在家里客厅和朋友们玩电脑游戏，这时他的爸爸从书房走出来，看着一片狼藉的客厅，皱了皱眉头，然后对小明说：“回你自己的房间去。”
问题:在此情况下，小明为什么会感觉困惑?","小明不明白爸爸为什么突然让他回房间","小明觉得爸爸不喜欢他和朋友们玩","小明认为自己犯了错误，感到很羞愧","小明害怕爸爸会惩罚他","A","Sources of Emotion","Extrinsic Emotions"
"685","在一个国际论坛上，一位知名的企业家发表了关于市场竞争的演讲。他提到，有些成功且富有的人会将问题归咎于外国人。在场的人们都认真地听着，偶尔有人点头。演讲结束后，一个外国听众找到了这位企业家，和他进行了短暂的交流。
问题:在此情况下，外国听众为什么会感觉理解?","外国听众认为这个观点有偏见","外国听众认同演讲者的观点，认为市场竞争确实存在不公平现象","外国听众觉得演讲者只是在炒作话题","外国听众对演讲内容感到困惑，无法理解","B","Sources of Emotion","Extrinsic Emotions"
"5","小王在公司的聚会上听到了前同事小张最近的遭遇，他走过去对小张说：“听说你最近遇到了一些不愉快的事情，真替你难过，希望你已经走出来了。”小张微笑着回应，但眼神中似乎带着一丝不易察觉的忧伤。
问题:在此情况下，小张为什么会感觉忧伤?","小张对过去的不愉快经历仍然感到难过","小张不理解小王为什么提到那件事情","小张对于小王的关心感到非常感激","小张已经完全从过去的事情中走出来了","A","Sources of Emotion","Extrinsic Emotions"
"234","小明结束了一天的忙碌工作，回到家中。他看到家里的猫又把花盆打翻了，泥土散落一地。小明叹了口气，清理了泥土，然后去卫生间洗澡。
问题:在此情况下，小明为什么会感觉疲惫?","他很高兴自己能清理猫的烂摊子","他刚结束一天的工作，还要处理家里的杂事","他不喜欢猫打翻花盆","他对于清理泥土感到乐趣","B","Sources of Emotion","Intrinsic Emotions"
"47","在一次团队会议上，李明提出了一个新的项目计划。他的同事王华听后，微笑着说：“李明，你的想法真是很有创意，不过我觉得有些地方需要改进。”李明感到有些意外，因为以往王华总是支持他的提案。
问题:在此情况下，李明为什么会感觉疑惑?","李明以为王华会一如既往地支持他的提案","王华的批评让李明感到受到了攻击","李明对自己的项目计划非常有信心","王华的微笑让李明误以为他在开玩笑","A","Sources of Emotion","Intrinsic Emotions"
"254","在一个幻想游戏论坛上，玩家李阳发表了一篇关于新版本游戏角色设计的帖子。在帖子中，他详细描述了一个角色的外观和技能，并说：“这听起来很像混沌之神柯霍恩……”。其他玩家开始回复，有的表示赞同，有的提出质疑。
问题:在此情况下，李阳为什么会感觉期待?","他希望自己的设计得到其他玩家的认可","他担心自己的设计会被认为抄袭","他认为其他玩家无法理解他的设计理念","他对于新版本游戏角色设计感到失望","A","Sources of Emotion","Intrinsic Emotions"
"743","小王花了一整天的时间准备他的演讲报告，觉得已经做得完美无缺。然而，当他打开电脑准备展示时，他发现由于昨晚的意外断电，未保存的文档丢失了。
问题:在此情况下，小王为什么会感觉失望?","他意识到自己将不得不重新开始准备报告","他的电脑突然出现了技术问题","他在演讲前夜失眠，精神状态不好","他的同学没有给他提供必要的帮助","A","Sources of Emotion","Intrinsic Emotions"
"56","Raini是电影《摇滚》的选角导演，她非常喜爱一款新推出的装饰品。在一次聚会上，她兴奋地向大家展示。我也在聚会中，并且我知道Raini喜欢它，但我个人对这款装饰品没什么感觉。
问题:在此情况下，我为什么会感觉无感?","我认为那款装饰品并不符合我的审美","Raini的喜爱让我觉得我也会有同样的感觉","我希望得到Raini的认可，所以假装喜欢那款装饰品","我因为不喜欢装饰品而感到与Raini格格不入","A","Sources of Emotion","Intrinsic Emotions"
"706","在一个阳光明媚的下午，艾米和她的伴侣杰克在公园里散步。他们找到一片安静的草地坐下，杰克突然想要和艾米玩一个恶作剧。他俯身靠近艾米，突然大声喊出了一个意想不到的词。
问题:在此情况下，艾米为什么会感觉惊讶?","艾米没有预料到杰克会突然大叫","艾米以为杰克会说出一些浪漫的话","艾米对杰克的玩笑感到生气","艾米理解了这是一个玩笑，并觉得很有趣","A","Sources of Emotion","Extrinsic Emotions"
"791","Tom准备去参加一个重要的面试，他提前做好了准备，并且计划要以尊重和礼貌的态度对待面试官。在出发前，他给朋友发了一条信息说：“我打算表现得很有礼貌，哈哈。希望他会在那里。”
问题:在此情况下，Tom为什么会感觉焦虑?","他不确定面试官是否会出席面试","他已经做好了充分的准备","他对自己的着装不满意","他不确定自己是否能找到面试地点","A","Sources of Emotion","Intrinsic Emotions"
"542","在一个网络论坛上，北方网友小张和南方网友小李因为地域差异展开了讨论。小张说：“我倒是觉得南方是个笑话。” 小李回复：“哦？是吗？那我来给你讲讲我们南方的风土人情吧。”
问题:在此情况下，小张为什么会感觉讽刺?","他认为南方不如北方，所以发表讽刺言论","他真的觉得南方是个笑话，并没有其他意思","他很喜欢南方，只是在和小李开玩笑","他感到失望，因为南方没有达到他的期望","A","Sources of Emotion","Extrinsic Emotions"
"155","在咖啡厅里，汤姆和他的朋友讨论着近期的疫苗话题。汤姆突然激动地说：“疫苗毁了所有的工作！”他的朋友疑惑地看着他，等待他进一步解释。
问题:在此情况下，汤姆为什么会感觉愤怒?","他认为疫苗导致了失业率上升","他其实并不了解疫苗的影响","他在咖啡厅看到别人都讨论疫苗感到很烦躁","他因为错过了接种疫苗的机会而生气","A","Sources of Emotion","Intrinsic Emotions"
"269","在参与了一次社区组织的爱国活动后，李先生感到非常振奋。当他听到邻里的老人们讲述过去的艰难岁月，他开始思考能为国家做些什么。深夜，李先生在回家的路上，看到街头巷尾都有人在默默地为国家的繁荣祈祷。
问题:在此情况下，李先生为什么会感觉坚定?","他认为祈祷是件迷信的事，对此持有怀疑态度","这次经历让他更加坚信祈祷对于国家的重要性","他看到国家在大家的努力下变得越来越繁荣","他为过去国家经历的艰难岁月感到难过","C","Sources of Emotion","Intrinsic Emotions"
"3","在球队的战略会议上，教练提出了一个让所有人都感到意外的策略。他说：“我们不应该再突出某位球星，我们的目标是赢得超级碗，而不是展示个人。”所有人都看向了刚刚获得最佳球员奖的约翰，而约翰只是沉默地低下了头。
问题:在此情况下，约翰为什么会感觉认同?","他意识到团队的成功比个人荣誉更重要","他因为教练公开批评而感到羞愧","他认为教练的策略是错误的","他对于是否应该突出自己而感到困惑","A","Sources of Emotion","Intrinsic Emotions"
"458","在一次学术交流会上，李明被要求用斯瓦希里语写作文。起初，他对此感到困惑，因为他从未接触过这种语言。然而，当他开始尝试后，他发现用斯瓦希里语表达自己的想法比用其他给定的选项更有趣。
问题:在此情况下，李明为什么会感觉欣喜?","他发现斯瓦希里语比其他选项更有趣","他不喜欢用英语写作","他在斯瓦希里语写作中遇到了困难","他原本就精通斯瓦希里语","A","Sources of Emotion","Intrinsic Emotions"
"4","在一次远程会议上，李明表示同意妻子的工作变动。然而，他也意识到，自己在家工作可以灵活选择工作地点，而妻子却因为工作性质无法享受这样的自由。
问题:在此情况下，李明为什么会感觉理解?","他认为妻子的工作条件不公平","他意识到自己能在家工作而妻子不能","他对妻子的工作变动感到不满","他觉得妻子的工作变动会影响家庭","B","Sources of Emotion","Intrinsic Emotions"
"337","在公司的多文化活动中，同事小王错误地将两位来自不同国家的同事误认为同一个人，因为他们有相似的口音。在后来的交流中，小王才意识到两位同事分别来自法国和西班牙，他们对此并没有生气，反而用各自的方言开玩笑。
问题:在此情况下，小王为什么会感觉尴尬?","他误将两位不同国家的同事当作了同一个人","他的错误被所有同事注意到并取笑","两位同事对他的错误感到非常生气","他无法分辨出法国方言和西班牙方言","A","Sources of Emotion","Extrinsic Emotions"
"465","在公司的团队会议上，李明突然对同事张伟大发雷霆，指责他是个‘惹麻烦的混蛋’。大家都很惊讶，因为张伟平时工作表现很好。后来，有人发现李明之所以生气，是因为张伟在项目报告中的一个无意的小错误。
问题:在此情况下，李明为什么会感觉愤怒?","张伟故意制造麻烦","李明对张伟有个人成见","张伟在项目中的失误让李明承受了压力","李明那天早上和妈妈吵了一架，情绪失控","C","Sources of Emotion","Extrinsic Emotions"
"635","在一次网络创业讨论会上，李明提出了一个非常有潜力的域名。然而，他的好友张伟立即提醒他：“你要小心，这可能被视为网络钓鱼，这是违法的。”李明听后，脸上的表情逐渐变得复杂。
问题:在此情况下，李明为什么会感觉挫败?","他意识到自己的创意可能触犯法律","张伟的提醒让他感到受到了质疑","他对张伟的提醒感到感激","他不确定自己的创意是否真的有潜力","A","Sources of Emotion","Extrinsic Emotions"
"713","在一次激烈的网上辩论中，Alex平静地回应了对方的尖锐批评。他说：“我只是想要平静地生活。你特意过来发表这么愚蠢的评论，才是真正的失败者。”
问题:在此情况下，Alex为什么会感觉平静?","他认为对方的行为很愚蠢，不值得生气","他感到被误解了，非常愤怒","他对网络辩论感到失望","他觉得对方评论中的内容很有趣","A","Sources of Emotion","Intrinsic Emotions"
"207","在一次家庭聚会上，小明被问及他对自己未来职业规划的想法。他耸了耸肩，回答道：“我也不知道。”之后，他看到父母脸上闪过一丝担忧。
问题:在此情况下，小明为什么会感觉迷茫?","他真的不知道自己将来要做什么","他不想在家人面前表现出自己的不确定","他知道自己的回答会让父母担忧","他故意给父母一个模糊的答案","A","Sources of Emotion","Intrinsic Emotions"
"54","小王在周末参加了一个朋友的生日聚会。整个晚上，他发现自己是唯一一个没有收到生日邀请函的朋友。然而，聚会结束时，朋友们给他准备了一个惊喜生日礼物。
问题:在此情况下，小王为什么会感觉感动?","他意识到虽然自己没收到邀请函，但朋友依然记得他的生日","他发现自己是唯一一个没收到邀请函的朋友","他不喜欢聚会上出现的所有人","他因为自己准备的礼物不够好而感到尴尬","A","Sources of Emotion","Intrinsic Emotions"
"286","小刚在自家的后院里研究制作私酿酒。他一边耐心地等待着发酵的过程，一边收集着产生的醚蒸气。完成收集后，他闻了闻手中的瓶子，脸上露出了满意的微笑。
问题:在此情况下，小刚为什么会感觉满足?","他成功地收集到了醚蒸气，这正是他期待的结果","他发现收集到的醚蒸气并没有预期的那么浓","他对收集醚蒸气的过程感到好奇和新鲜","他担心制作私酿酒被邻居发现","A","Sources of Emotion","Intrinsic Emotions"
"105","小明一直梦想着能拥有一辆属于自己的赛车。今天，他的朋友邀请他去参观一个国际车展。看着眼前那些炫酷的跑车，小明忍不住跃跃欲试，但一想到自己目前的收入，心里就不是滋味。
问题:在此情况下，小明为什么会感觉无奈?","他很喜欢车展上的某辆跑车","他的收入目前无法负担起一辆跑车","他的朋友已经有了一辆跑车","他觉得车展上的跑车都不好看","B","Sources of Emotion","Intrinsic Emotions"
"779","在一个国际机场，小明因为工作需要匆忙地整理行李，他突然想起背包里有一把很久以前放进去的折叠小刀，却已经忘记了。在安检时，安检人员发现了这把小刀，并告知他不能携带，于是没收了它。
问题:在此情况下，小明为什么会感觉无所谓?","他本来就不常用那把小刀","他违反了安检规定，但并没有造成严重后果","他失去了那把有纪念意义的小刀","他因为小刀被没收而耽误了登机时间","A","Sources of Emotion","Intrinsic Emotions"
"380","本周早些时候，我在我的Facebook页面上发了一条状态，说我最近几天感到有些烦躁，心情不太愉快。今天，一个朋友突然来访，给我带来了一杯我最喜欢的咖啡。
问题:在此情况下，我为什么会感觉感激?","朋友带来的咖啡让我感到心情好转","我烦躁是因为天气太热","朋友的突然来访让我感到惊喜","我在Facebook上发状态后，得到了很多关心和安慰","A","Sources of Emotion","Intrinsic Emotions"
"390","在一次公司的表彰大会上，李明被领导公开表扬并授予了一个奖项。李明接过颁奖人递过来的奖杯，微笑着说了一句‘谢谢’，然后走下了舞台。
问题:在此情况下，李明为什么会感觉自豪?","他在公司的表现得到了认可","他没有预料到自己会得奖","他认为自己不应该得到这个奖项","他对于在大众面前发言感到羞愧","A","Sources of Emotion","Extrinsic Emotions"
"9","在一次激烈的团队讨论中，李明感到自己的意见被忽视，他开始觉得自己的参与并不重要。随后，他突然站起来，说了句‘我不参与也罢’，然后向门外走去。
问题:在此情况下，李明为什么会感觉失望?","他认为团队不需要他的意见","他想要通过离开来引起注意","他突然想起有个紧急约会","他觉得自己的意见已经得到认可","A","Sources of Emotion","Intrinsic Emotions"
