"path","dialogue_id","emotionality","neutrality","ed_dialog_emotion","plutchik_dialog_emotion","turn","start_time","end_time","text","ed_emotion","deemoji_emotion","ed_emotion_index","deemoji_emotion_index","ed_0","ed_1","ed_2","ed_3","ed_4","ed_5","ed_6","ed_7","ed_8","ed_9","ed_10","ed_11","ed_12","ed_13","ed_14","ed_15","ed_16","ed_17","ed_18","ed_19","ed_20","ed_21","ed_22","ed_23","ed_24","ed_25","ed_26","ed_27","ed_28","ed_29","ed_30","ed_31","ed_32","ed_33","ed_34","ed_35","ed_36","ed_37","ed_38","ed_39","ed_40","dm_0","dm_1","dm_2","dm_3","dm_4","dm_5","dm_6","dm_7","dm_8","dm_9","dm_10","dm_11","dm_12","dm_13","dm_14","dm_15","dm_16","dm_17","dm_18","dm_19","dm_20","dm_21","dm_22","dm_23","dm_24","dm_25","dm_26","dm_27","dm_28","dm_29","dm_30","dm_31","dm_32","dm_33","dm_34","dm_35","dm_36","dm_37","dm_38","dm_39","dm_40","dm_41","dm_42","dm_43","dm_44","dm_45","dm_46","dm_47","dm_48","dm_49","dm_50","dm_51","dm_52","dm_53","dm_54","dm_55","dm_56","dm_57","dm_58","dm_59","dm_60","dm_61","dm_62","dm_63","readability"
"1993/106655/4213677.xml","2530797","0.6691092083676999","0.3308907991195001","terrified","fear","1","01:58:45,194","01:58:50,259","Enough , Damini ! Enough ! Come quietly , or I 'll have to use force !","angry","😠","1","55","0.04683156","0.32794672","0.046775486","0.006994928","0.0024500508","0.0066524725","0.004144988","0.0003255906","0.0075501204","0.0022234172","0.035379253","0.01865806","0.0055137426","0.0031409408","0.005451068","0.002979121","0.16020009","0.0004944742","0.0071759815","0.002365478","0.0044616447","0.0013699714","0.0013805504","0.006319048","0.0010347543","0.0209359","0.0038413263","0.011643368","0.0024732768","0.0037668382","0.048075672","0.0008534155","0.023360364","0.010084547","0.005764221","0.07122316","0.0043918113","0.0070339073","0.055081744","0.0064034257","0.017247522","0.00869937","0.0108409","0.00739408","0.00552174","0.00247284","0.00869705","0.00438382","0.00968692","0.00407055","0.0144179","0.0185946","0.0184521","0.00621913","0.00329369","0.00295265","0.0062653","0.013994","0.00306791","0.00175143","0.0127611","0.00970179","0.00604692","0.0112701","0.00368779","0.00931307","0.00724013","0.00347498","0.0145672","0.0111927","0.0143662","0.0103778","0.0129315","0.0602843","0.0142208","0.0150106","0.00974421","0.0100622","0.0450393","0.0112574","0.0129516","0.00442448","0.00313125","0.0133744","0.0292787","0.0450101","0.0154492","0.0112824","0.00611988","0.0102797","0.012336","0.040782","0.00194704","0.0284131","0.0193851","0.0454711","0.0807732","0.0185756","0.0517646","0.0656653","0.00299756","0.00162128","0.00475297","0.0282957","0.00259193","2.4913604793444097"
"2013/2356860/5516017.xml","386112","0.6513235768571428","0.3486764001557143","terrified","sadness","2","00:45:55,887","00:45:59,323","Who is Baybora ? You will know it in time .","questioning","😠","38","55","0.06755536","0.019242601","0.0024055762","0.08234016","0.040858995","0.045275133","0.00489812","0.013310805","0.043887384","0.012725253","0.011151958","0.0032524779","0.003363689","0.0030390013","0.066787474","0.02906002","0.003046431","0.00570804","0.0082376655","0.10044042","0.002718331","0.0048477952","0.016092977","0.004637865","0.01953147","0.03993211","0.0069940286","0.018326644","0.022331191","0.006568278","0.017844414","0.014576731","0.04321132","0.0020583207","0.0086531155","0.02410669","0.010668551","0.015283506","0.14128673","0.0025241654","0.011219203","0.00972662","0.0299967","0.00597361","0.00966519","0.00169805","0.015426","0.00917793","0.00434092","0.00317087","0.0101229","0.00641632","0.0213639","0.0093901","0.00477894","0.00439596","0.00693805","0.00710823","0.00325869","0.00222939","0.0252945","0.00903831","0.0026099","0.0143372","0.0034041","0.0116557","0.0250627","0.0127711","0.0193487","0.00771519","0.010782","0.0386925","0.00825137","0.0579522","0.00787408","0.0224234","0.0177287","0.00304408","0.0333349","0.0504364","0.0150095","0.0115111","0.00408516","0.0289007","0.0236028","0.0187762","0.0160966","0.0380985","0.00667778","0.0092494","0.00929562","0.0109141","0.00797886","0.0249477","0.00793943","0.00861204","0.0692941","0.0629147","0.00816711","0.0479555","0.00230197","0.00160698","0.00439057","0.0116935","0.00304481","2.4809300359165443"
"1977/300981/217646.xml","6692360","0.5798114196076923","0.4201885695624613","terrified","fear","2","00:14:40,946","00:14:42,379","No more .","sad","🙅","27","56","0.07900457","0.031224906","0.004515159","0.0056414283","0.002409694","0.02356555","0.004069732","0.0017077555","0.006132196","0.005368246","0.06314396","0.028178988","0.011885087","0.0019466861","0.0051301285","0.026371645","0.02752667","0.0014085356","0.0037101975","0.015847614","0.005078142","0.00283393","0.0031367966","0.042462055","0.011268295","0.011812468","0.011736583","0.31939447","0.00801128","0.0077872598","0.08429361","0.0008715372","0.045335043","0.006671111","0.00089945714","0.009579981","0.003957825","0.016406558","0.05405838","0.0010483762","0.0045681642","0.00327256","0.00919915","0.00364807","0.00551023","0.000916128","0.0122718","0.00770812","0.00355457","0.00111283","0.00584235","0.00607903","0.00319205","0.00342187","0.00610763","0.00968977","0.0116423","0.00301425","0.00463411","0.000776663","0.00695092","0.00509131","0.00284237","0.010843","0.000722175","0.000916952","0.00968354","0.00489867","0.0109566","0.00262971","0.00412311","0.0315611","0.00453215","0.00712674","0.00572097","0.0112802","0.013765","0.00216174","0.00841566","0.0501942","0.0129812","0.00812011","0.00329765","0.00566481","0.00589638","0.00876632","0.00798141","0.0339725","0.000878354","0.00714091","0.00525274","0.00218227","0.00643827","0.00504053","0.00470688","0.00309984","0.00712538","0.545108","0.0071368","0.0138016","0.000723028","0.00046926","0.000828061","0.00623043","0.00114742","2.9545038034474294"
"1967/62065/4905164.xml","2610566","0.704357583685","0.2956424392575","disappointed","sadness","4","00:15:19,699","00:15:26,695","Here . I had to pay a little more than I expected .","disappointed","😄","11","53","0.010787083","0.024222828","0.006884946","0.0058438242","0.0011784557","0.009243828","0.005036236","0.0043528746","0.00070472155","0.03831918","0.02698186","0.38549533","0.0041542114","0.0090038655","0.0058734305","0.00081304024","0.023436535","0.006333999","0.008504672","0.0075612646","0.0042413883","0.0042316676","0.046563603","0.0013105314","0.0018083004","0.0015805283","0.0069102184","0.0074317525","0.0015356657","0.3012271","0.0022902256","0.006183063","0.005457419","0.0021370857","0.0031055443","0.0025087935","0.005129531","0.0063267453","0.0010643277","0.0004374531","0.0037869841","0.00478923","0.00160375","0.000918819","0.00304623","0.0171948","0.00106155","0.0249173","0.0366839","0.019722","0.00655117","0.0586525","0.00388824","0.00390829","0.00336416","0.00189815","0.00884541","0.038503","0.0589706","0.00986801","0.00264427","0.00677172","0.0125157","0.00109299","0.00769716","0.0432065","0.00158814","0.00593358","0.00173874","0.00672294","0.00185631","0.0318282","0.0218029","0.00384988","0.0543877","0.00295086","0.00441241","0.0154178","0.00412539","0.00466152","0.00146006","0.0730431","0.00336957","0.00387498","0.00249499","0.00494094","0.00284912","0.00341776","0.0298386","0.00257681","0.00863928","0.0205341","0.00119337","0.00220435","0.13264","0.0284129","0.00506007","0.00321433","0.035417","0.031366","0.00909766","0.00594481","0.0156492","0.0241962","0.00897313","3.150681484031649"
"2016/5213744/7057062.xml","5893110","0.6281824878688845","0.3718175105005385","confident","fear","7","00:27:15,098","00:27:16,833","Where are Manda and Sara ?","questioning","👀","38","41","0.001019724","0.000540833","0.0001265442","8.0771606e-05","0.00112668","0.0002097793","0.00015708958","0.0007482309","0.00014524892","0.00044041532","0.0011414806","0.00070915534","3.3421973e-05","0.0001440154","0.001153558","0.0004907751","0.00033166845","0.00019485693","0.00025572383","0.000729272","0.00013707361","0.0004030126","0.0015026464","0.005576809","0.0013800779","0.00033184045","0.00029559145","0.004097782","0.00071773055","0.0005023253","0.00049259304","0.0009170801","0.00024400454","0.00033533413","0.0002877616","0.00029254446","0.0007207847","0.0015972523","0.96970785","0.0005992687","8.1328515e-05","0.00634725","0.0296194","0.0397603","0.0364037","0.00340208","0.0497936","0.00120961","0.00196805","0.00380164","0.00674547","0.00734184","0.00106801","0.0333291","0.000258008","0.00274669","0.00258748","0.00228344","0.000959323","0.00259666","0.0245865","0.0103985","0.00178457","0.0471346","0.00209021","0.002247","0.036577","0.00685511","0.0497617","0.00861887","0.0456006","0.0022687","0.00245869","0.0372026","0.000965366","0.0520584","0.0260384","0.00414857","0.0314459","0.00295841","0.00124401","0.0026859","0.141837","0.00561369","0.0291995","0.00292811","0.035007","0.0394754","0.0025347","0.000629294","0.00455837","0.00233358","0.004765","0.017626","0.00290697","0.004063","0.0476815","0.00239774","0.000572952","0.0057947","0.002668","0.00313221","0.0032548","0.0086268","0.00104269","2.929138432596829"
"2013/2742340/5876172.xml","113464","0.6882931209980333","0.3117069332551666","faithful","submission","3","00:10:29,940","00:10:39,460","I 'm telling only the truth . If you believe me , the free men will too . They 'll ask why Eukaristos was in your room .","faithful","👀","15","41","0.0020829323","0.002377672","0.00015897713","0.0017168302","0.00055652333","0.0013783947","0.0035066614","0.009770606","0.0557392","0.0012355025","0.00077449647","0.0007511617","0.0007340309","0.001712853","0.00026919463","0.5539138","0.0007033252","0.00036548558","0.02477518","0.021586318","0.0003656507","0.00019317729","0.0008022473","0.0006469324","0.00029027363","0.0025394033","0.0006107741","0.0008728421","0.0029174425","0.00026984338","0.0036045434","0.27431768","0.017323865","0.0007800589","0.00052360265","0.0006891967","0.0017565141","0.0006746103","0.001801062","0.00041938334","0.0044918195","0.00869866","0.0098538","0.00301134","0.00299397","0.00229271","0.00438723","0.0123525","0.00959414","0.0248649","0.0138251","0.00615045","0.0557264","0.00519152","0.0436131","0.00858783","0.00972817","0.0134149","0.00985877","0.00340065","0.00975681","0.00843548","0.00836747","0.0102007","0.00417098","0.0581945","0.0107986","0.0101257","0.00562089","0.00508119","0.00284026","0.0257344","0.0148606","0.0113746","0.0178685","0.00645076","0.00794261","0.00652191","0.00920061","0.020343","0.00757449","0.0154828","0.103776","0.0198084","0.00607122","0.0208328","0.00867723","0.0231918","0.0383209","0.0331773","0.0154953","0.0365912","0.00352374","0.00707071","0.0180298","0.0304787","0.0102632","0.019434","0.0136137","0.0190372","0.013053","0.00532506","0.00791237","0.00923097","0.0125924","2.602828682995005"
"1984/500361/5773377.xml","6823618","0.8261111357279999","0.17388886475","hopeful","fear","3","00:06:02,127","00:06:07,031","IT 'S HARD TO SAY . THE WHOLE THING IS ... IN THE AIR AT THE MOMENT .","apprehensive","🎶","5","11","0.09048828","0.0018096161","0.029128911","0.0041630818","0.21788159","0.29864722","0.023959097","0.000775406","0.0033984194","0.0013928044","0.009322069","0.003707269","0.0015730414","0.050914757","0.0068654674","0.0010016721","0.0013339894","0.0010980337","0.02155402","0.0045868857","0.0016431723","0.0053776186","0.0035539162","0.009064613","0.024577966","0.002527434","0.0020831903","0.009371469","0.013001976","0.0057493947","0.01922924","0.0024995336","0.041966733","0.030314071","0.00082741654","0.0018518092","0.004803065","0.017161572","0.008044963","0.0004824619","0.022266835","0.00682451","0.0222979","0.00864083","0.00534141","0.00331567","0.020299","0.00982089","0.00702527","0.0101526","0.00643187","0.0104123","0.0592736","0.0182977","0.0136995","0.00573424","0.0106727","0.00901421","0.00829415","0.00522336","0.0321915","0.0108812","0.00991584","0.0273589","0.00178567","0.0191339","0.0301183","0.0057853","0.0263655","0.0120307","0.0113747","0.0161124","0.00835057","0.0280395","0.0106304","0.0175463","0.0233559","0.00256455","0.0225093","0.0135639","0.0340115","0.0080419","0.0113691","0.015847","0.0359879","0.00942991","0.0376829","0.0258609","0.0141026","0.0356158","0.0175941","0.00968078","0.00964431","0.0327321","0.0129651","0.00704362","0.0286485","0.00899051","0.00446975","0.0116157","0.00924167","0.00377495","0.00943648","0.0178773","0.0179495","2.756182363952176"
"1956/50895/6935769.xml","2796516","0.6572849528271818","0.3427150599463636","apprehensive","sadness","6","00:23:48,561","00:23:57,003","Melissa , my government was attacked at Fort Sumter . My comrades were shot at . It 's my war , Melissa .","devastated","🔫","10","42","0.047000013","0.10999823","0.0019463754","0.012470647","0.004009728","0.010899048","0.0066901413","0.006035267","0.0067447866","0.0018556529","0.2536048","0.0020202135","0.0033175366","0.0011585566","0.009073433","0.08159737","0.01379828","0.0029527445","0.006046475","0.014536011","0.0023195571","0.00066929316","0.02226624","0.004737943","0.031205332","0.071465656","0.013489444","0.05799361","0.07105402","0.0069493954","0.05903515","0.0010277651","0.007499167","0.0020589668","0.002734063","0.0025826544","0.0009096581","0.0046399594","0.029673038","0.0019143805","0.010019368","0.0160087","0.0117589","0.00425629","0.00810468","0.00165759","0.00721447","0.00729671","0.00381577","0.00737909","0.00651202","0.00772101","0.00111137","0.0343602","0.00430604","0.000634849","0.00245008","0.00366626","0.00473573","0.00171775","0.0253718","0.0109041","0.00438049","0.00874227","0.00175019","0.00604182","0.025819","0.0080895","0.00786465","0.00734623","0.00826174","0.00638192","0.0120408","0.0930371","0.0141333","0.0160431","0.00508978","0.00160295","0.0261943","0.00671157","0.00809618","0.00925602","0.0048219","0.231807","0.0130062","0.0269006","0.0086731","0.013909","0.00720208","0.000383853","0.0070887","0.00651524","0.0151927","0.0173344","0.0109257","0.00673479","0.0838545","0.0101726","0.0105145","0.0494642","0.00449977","0.0018947","0.00430685","0.0148293","0.00210205","2.2887451000703405"
"1960/53902/6873890.xml","2611749","0.5683131138114287","0.4316869093","apprehensive","fear","6","00:59:29,788","00:59:31,049","Mama .","ashamed","♥️","6","24","0.020219136","0.074073754","0.04356512","0.009948036","0.002325095","0.010158647","0.09748492","0.017985402","0.005615635","0.0072981794","0.048373308","0.015345394","0.049445633","0.016657902","0.0065308474","0.009640039","0.0624823","0.0067491746","0.015093806","0.004309356","0.009957032","0.039602414","0.010024139","0.014700648","0.06412528","0.012116444","0.06584644","0.019029498","0.05201728","0.043724142","0.05081374","0.0073430124","0.012761572","0.0131793935","0.005552067","0.0024973997","0.004390364","0.006631125","0.030403301","0.001347941","0.010635124","0.00417977","0.0139984","0.00535257","0.0178042","0.0373179","0.0137732","0.0103282","0.00654341","0.0379475","0.00618931","0.00629831","0.0193318","0.0180682","0.00473498","0.00282213","0.00632481","0.0129448","0.00918569","0.0283168","0.0154159","0.00311935","0.0116946","0.00703473","0.00859411","0.147591","0.00966629","0.00320174","0.0209223","0.0116901","0.00709204","0.00564326","0.00151562","0.0161566","0.00514676","0.0446548","0.0169011","0.0091814","0.0117388","0.0098908","0.00331153","0.00771473","0.00425664","0.0109049","0.0201694","0.00401975","0.00866155","0.0323637","0.0641522","0.0355353","0.00591648","0.00222573","0.0166699","0.0261719","0.00455706","0.00233143","0.0206566","0.013752","0.00329514","0.0120337","0.0279179","0.0203948","0.0081645","0.0101581","0.00635162","2.4552663834238717"
"2013/1937269/6445143.xml","422833","0.6151189992144999","0.3848810420841667","content","joy","3","00:48:53,448","00:48:55,699","Yes , I can help in the shop .","confident","💁","8","26","0.00042838143","0.003330146","0.0036821354","0.010113612","0.001056257","0.001672175","0.0011951812","0.007221106","0.68691146","0.049524333","0.00040224884","0.00027528033","0.0009729865","0.0011120533","0.011766567","0.002572634","0.00058986625","0.0015797772","0.0010371393","0.065791495","0.0008654335","0.00017905257","0.016677978","0.0002602679","0.002324434","0.024084654","0.0011155554","0.00019394794","0.0006309248","0.0010030997","0.0006144455","0.011701918","0.059682626","0.006872777","0.0035143306","0.00054459885","0.00978586","0.002090462","0.0054054507","0.0002993206","0.00091814203","0.00810808","0.0081409","0.00461878","0.00335054","0.0105168","0.00429321","0.0280205","0.0440748","0.00385824","0.0498664","0.0461241","0.00551353","0.00450388","0.00329621","0.00217901","0.0641159","0.0391323","0.0389282","0.00457384","0.00699148","0.0178355","0.0112793","0.00380967","0.00463193","0.00476738","0.00733486","0.158621","0.00373211","0.00755697","0.00304123","0.0152787","0.028332","0.00202002","0.0484934","0.00177461","0.00459812","0.0227447","0.00308204","0.00734187","0.000877442","0.0322811","0.00367194","0.00297646","0.0030819","0.0168357","0.00394355","0.000883958","0.00424161","0.00503155","0.00794929","0.0381849","0.00169573","0.00196752","0.0412741","0.0219208","0.00354146","0.00333441","0.0157608","0.0116975","0.00274231","0.00263833","0.00414284","0.0261131","0.00672977","2.586083864783201"
"2008/1071203/6060164.xml","3469067","0.6782587537940377","0.32174122796925","caring","sadness","3","00:50:43,597","00:50:56,984","Worked with horses , bred them I think ... no , a groomer , in Tossa de Mar. Can you imagine going from Tossa de Mar to this hole ? You knew about her cancer ?","sad","😥","27","34","0.0013288398","0.0031042842","0.00076465553","0.0003975629","0.0028269223","0.015017577","0.006131115","0.04242183","0.0005517617","0.0017651214","0.031488273","0.018098671","0.033264995","0.00870513","0.0027493034","0.006046688","0.0009184568","0.00047826787","0.0036599492","0.01140638","0.003845815","0.03043245","0.0014000682","0.008416547","0.015911805","0.0012100246","0.0044397917","0.47761315","0.058600605","0.059224036","0.0017858573","0.0016055114","0.0005641217","0.002330857","0.0010769374","0.00046786494","0.0016753665","0.0030487974","0.1334288","0.0014812431","0.00031457492","0.0128685","0.0140232","0.00917159","0.0133131","0.00344584","0.0253051","0.00335602","0.00761127","0.0127729","0.0101045","0.00833928","0.0241065","0.0389494","0.00114861","0.00236857","0.00398437","0.00733237","0.00522135","0.00433404","0.0228131","0.0168957","0.024222","0.0476656","0.00269698","0.0144705","0.0342545","0.00431609","0.0349139","0.0101961","0.0147585","0.00458288","0.00552461","0.0371463","0.00830653","0.0603192","0.0172865","0.00272772","0.0116585","0.00540433","0.0157101","0.00928045","0.012048","0.0182003","0.0343617","0.0103206","0.0403929","0.0575036","0.0118681","0.00695464","0.00703819","0.0152895","0.00991299","0.0372565","0.0114755","0.0116193","0.0336918","0.00485914","0.00513502","0.0111072","0.00809831","0.00502952","0.007731","0.0229404","0.00425923","2.663327819201291"
"1982/90009/6391515.xml","6554158","0.5524637208850001","0.4475362452387499","terrified","fear","3","00:53:50,573","00:53:55,662","Eva you were right . They must be crossed immediately .","agreeing","🙅","32","56","0.0008693163","0.0011946508","0.0005850301","0.00043807016","0.00018175252","0.0029832295","0.00010107999","0.00017151918","0.0005586218","6.062275e-05","0.0008441076","0.00019807361","0.0005251225","3.8535156e-05","0.0004502489","0.00031916515","0.0009749326","0.00011136596","0.00022855517","0.00036289456","0.00011185281","0.0007671946","5.5132354e-05","0.00013924768","0.00028853258","0.0007964764","0.0003222456","0.0010082332","0.0008970106","0.00047695925","0.0008454946","0.0003968956","0.9748276","0.0007894906","0.00012624435","0.00044752198","0.0002221336","0.0018957199","0.0014403767","3.1274325e-05","0.002917321","0.0104853","0.0490147","0.00866557","0.00889064","0.00393324","0.0202915","0.0144044","0.00570931","0.0048982","0.0132026","0.0110851","0.00617154","0.0239311","0.0111478","0.00749916","0.00844325","0.00480542","0.00777711","0.00327502","0.0353022","0.0133958","0.0180975","0.0266698","0.00250913","0.00250088","0.0315483","0.0189961","0.0189628","0.0126084","0.0108272","0.0192786","0.00349308","0.0338574","0.0134935","0.0111021","0.016891","0.00307959","0.0259564","0.0393612","0.0133581","0.0208124","0.0087358","0.0212306","0.0290013","0.00610638","0.0231426","0.0165925","0.00427719","0.00478109","0.0110406","0.0106631","0.0143361","0.0256683","0.00879321","0.00581795","0.0374208","0.0899876","0.00263684","0.0210962","0.00432796","0.0026986","0.00630806","0.0224184","0.0071864","3.161715097045749"
"2009/1397147/5561405.xml","4784197","0.652533043525","0.3474669369833333","afraid","sadness","5","00:42:14,520","00:42:16,290","The difference between humans and robots ?","questioning","😕","38","22","0.015908828","0.0045644436","0.004235304","0.0035071862","0.008524795","0.03901998","0.00042597743","0.005370956","0.0047311042","0.0015717075","0.0055371826","0.001466826","0.005796502","0.0009754907","0.013211668","0.0012630988","0.0016513459","0.0025068698","0.0013890312","0.022845428","0.01229468","0.0073099034","0.0028394517","0.0036887543","0.014228255","0.00076115027","0.0064470125","0.006192964","0.02784079","0.032233987","0.0029981094","0.014811154","0.02822604","0.0024563838","0.0039882166","0.0035288834","0.001673456","0.055816185","0.61545235","0.0026584826","0.0100500155","0.0255382","0.0246267","0.00941006","0.0110867","0.00180063","0.0138422","0.0070964","0.00496602","0.00204877","0.0209506","0.0105311","0.014858","0.0542958","0.0111893","0.0198238","0.0126394","0.00459239","0.00564173","0.00158485","0.0273683","0.0334955","0.00392538","0.112087","0.00091584","0.00330634","0.0608251","0.0152052","0.0160317","0.00803936","0.00861409","0.0103314","0.00560456","0.0064287","0.00616519","0.013307","0.0241128","0.00310457","0.00837645","0.0165512","0.0189504","0.00899242","0.0656964","0.0140273","0.0147717","0.00837553","0.0217342","0.0199839","0.00212154","0.0141879","0.0169195","0.0131904","0.0317569","0.0171033","0.0114781","0.00755454","0.00862462","0.0146254","0.0037316","0.0111601","0.00110494","0.00128176","0.00129489","0.0199317","0.0110832","2.87108868899995"
"2013/3783706/7057417.xml","288426","0.567960194116","0.4320398350391999","terrified","fear","3","00:56:13,933","00:56:16,232","The one on the ferry ? Yeah , that one .","questioning","😐","38","25","0.01132459","0.0049288888","0.0032978414","0.0023671405","0.004145408","0.028631937","0.00050609524","0.0007676271","0.0016908352","0.00073492806","0.0007804676","0.0009756389","0.0012037054","0.0015993117","0.008823575","0.0016837261","0.0011484572","0.00035900774","0.0028086037","0.0036386247","0.00037373786","0.0031579533","0.0013571687","0.003257477","0.034604475","0.0012891737","0.00042374956","0.0037776923","0.004042548","0.0039758207","0.0034860729","0.0016957895","0.09655605","0.06558548","0.0051390966","0.0038674122","0.0019695598","0.031159211","0.64787793","0.0014740838","0.003513076","0.0300106","0.0389286","0.00680768","0.00992619","0.0214468","0.0113459","0.0395745","0.00614421","0.0059939","0.0343043","0.0135861","0.0041514","0.0373893","0.00295341","0.00463198","0.00857175","0.0075279","0.0101163","0.00354576","0.0442395","0.0206414","0.00316746","0.0232132","0.00244403","0.00976542","0.047396","0.00995981","0.0127877","0.0192158","0.00873521","0.00941269","0.00999663","0.0237849","0.0336992","0.00907915","0.0111525","0.00816185","0.0126633","0.0208206","0.0352883","0.02818","0.018224","0.0249164","0.012694","0.00709451","0.0150676","0.0172881","0.00797493","0.00198203","0.018707","0.0226842","0.015628","0.0167639","0.015311","0.0117009","0.0261408","0.0108348","0.00314218","0.0201024","0.00391844","0.00173173","0.00749877","0.016404","0.00342882","2.564335609554768"
"1988/96061/211660.xml","1781640","0.8248544815479999","0.1751455266175","nostalgic","sadness","2","00:36:43,040","00:36:50,280","Oh , my God ! This is where I grew up . I thought they tore it down .","nostalgic","👏","24","40","0.00081688876","0.00022082526","0.00012369207","0.00034275063","0.00037293328","7.7655466e-05","0.0012274353","0.0023794991","0.00029729007","0.0015112861","0.004075339","0.00015074678","0.00021791583","0.0011853032","0.0026417656","0.00047916896","0.00025549484","0.006722187","0.00027195326","0.0012510992","0.00025564415","0.00010447712","0.035044733","0.0009205696","0.6344841","0.00056694204","0.007694886","0.0025113686","0.24838673","0.037037592","0.00031835947","0.000101702666","0.0006196695","0.0011894325","0.00079851935","0.0004887735","0.00053447665","0.00017837138","0.00079525216","0.00020225663","0.0031449404","0.029872","0.0210172","0.0163866","0.0388567","0.0190788","0.00841942","0.0145208","0.00887661","0.0154845","0.00731544","0.0118671","0.00945897","0.0487135","0.00273994","0.00437708","0.0065726","0.0134184","0.0161014","0.00627257","0.0481232","0.0165007","0.00631597","0.0126122","0.00168721","0.0129665","0.0388593","0.00564247","0.010857","0.0230114","0.0194297","0.00311652","0.00820775","0.0347437","0.0238379","0.031052","0.0117798","0.00384106","0.0169398","0.00706645","0.00870906","0.0510289","0.0109942","0.0178743","0.016755","0.00600904","0.0147831","0.0165719","0.0126598","0.00371189","0.016168","0.00448952","0.0267225","0.0150926","0.0213759","0.00522021","0.0331791","0.0060973","0.00520313","0.00834157","0.00739861","0.00468538","0.0170708","0.0172308","0.0166872","2.622667115255648"
"2013/3229400/5797101.xml","328058","0.65576570099375","0.3442342864137498","terrified","fear","3","00:32:24,211","00:32:25,946","Almost there .","excited","🙌🏼","14","17","0.009001347","0.0057271975","0.0022093474","0.10021325","0.005506647","0.0119372755","0.0020300203","0.0013355702","0.045130514","0.060859457","0.008834571","0.010192614","0.003855416","0.00069148093","0.25829926","0.0051681558","0.002046451","0.0069657844","0.0044427714","0.083328456","0.005504346","0.006141936","0.10196641","0.0019392685","0.0105245225","0.022939041","0.11426328","0.005453635","0.006161797","0.014597245","0.0029681872","0.003295359","0.01568517","0.020026172","0.004028629","0.00403953","0.002119164","0.00928034","0.005850379","0.0009064804","0.014533505","0.00257234","0.00797762","0.0135576","0.0103823","0.0119028","0.0111279","0.0316584","0.0328897","0.00909421","0.0272988","0.0538503","0.00660502","0.0126885","0.00920178","0.00534632","0.0409442","0.0237176","0.0644615","0.0103343","0.00502972","0.0339551","0.0275543","0.00665975","0.00542342","0.00334988","0.00760406","0.0106747","0.0101606","0.00862108","0.0104622","0.0119187","0.0164679","0.00175577","0.0251844","0.00924613","0.0231309","0.0192078","0.00720847","0.00318077","0.00271534","0.0453372","0.00811427","0.0042311","0.0105667","0.0312674","0.0239593","0.0121811","0.00647482","0.00494092","0.012233","0.0221937","0.00272257","0.00868281","0.0174346","0.0123246","0.00272723","0.00352509","0.0351936","0.0129965","0.0103202","0.00442679","0.0107663","0.0521583","0.0100992","3.4705020400635287"
"2016/5209218/6614611.xml","6106024","0.5592067493480669","0.4407932525333121","proud","sadness","2","00:00:04,833","00:00:06,732","Why has this place been sitting on the market so long ?","questioning","😠","38","55","0.001699918","0.008628596","0.0008408478","0.003937268","0.0008192846","0.0024609277","0.0003112125","0.0005029606","0.0023873225","0.0006585548","0.0040920344","0.010902232","0.0015109272","0.00051969115","0.0036864066","0.00032046632","0.0021243128","0.00039225337","0.0008714447","0.02407841","0.005189156","0.002994226","0.003827479","0.0024792098","0.0021709357","0.0004415431","0.00071011885","0.0037537515","0.002267154","0.026151963","0.00032592868","0.00065341376","0.0011082198","0.0008859074","0.0013432358","0.0003216928","0.0007235728","0.008907651","0.8623898","0.000771183","0.0018387755","0.0100533","0.0737179","0.0437287","0.0140979","0.00208435","0.0180796","0.000787608","0.000967909","0.000327387","0.00343644","0.00701575","0.000612659","0.0476246","0.000373203","0.0128603","0.00217216","0.000978958","0.00117949","0.000257988","0.0881582","0.0196461","0.00105378","0.0526279","0.000149842","7.11646e-05","0.0721023","0.00433107","0.0251215","0.00940833","0.0436088","0.000875337","0.0011594","0.0652553","0.000588143","0.0105918","0.0162297","0.00160219","0.0478581","0.00535859","0.00886579","0.00147033","0.0146031","0.0267778","0.0330924","0.000856999","0.0285869","0.00403697","0.000229153","0.000470635","0.00397349","0.000555383","0.00925066","0.028429","0.00302416","0.00140089","0.0948699","0.00971615","0.000239693","0.00478813","0.000222024","0.00025255","0.000440843","0.0171376","0.000555801","2.910846470249501"
